"","journal","ISSN"
"1163","ACI_MATERIALS_JOURNAL","0889-325X"
"1164","ACM_TRANSACTIONS_ON_STORAGE","1553-3077"
"1165","ACOUSTICS_AUSTRALIA","0814-6039"
"1166","ACTA_POLYTECHNICA_HUNGARICA","1785-8860"
"1167","ADVANCED_STEEL_CONSTRUCTION","1816-112X"
"1168","ADVANCES_IN_CALCULUS_OF_VARIATIONS","1864-8258"
"1169","ADVANCES_IN_COMPUTATIONAL_MATHEMATICS","1019-7168"
"1170","ADVANCES_IN_MATHEMATICS","0001-8708"
"1171","AMERICAN_JOURNAL_OF_MATHEMATICS","0002-9327"
"1172","ANALYSIS_AND_MATHEMATICAL_PHYSICS","1664-2368"
"1173","ANZ_JOURNAL_OF_SURGERY","1445-1433"
"1174","APPLIED_NEUROPSYCHOLOGY-ADULT","2327-9095"
"1175","APPLIED_NEUROPSYCHOLOGY-CHILD","2162-2965"
"1176","AURIS_NASUS_LARYNX","0385-8146"
"1177","AUSTRALIAN_&_NEW_ZEALAND_JOURNAL_OF_OBSTETRICS_&_GYNAECOLOGY","0004-8666"
"1178","AUSTRIAN_JOURNAL_OF_EARTH_SCIENCES","2072-7151"
"1179","BIOLOGICALS","1045-1056"
"1180","BIOMEDICAL_ENGINEERING-BIOMEDIZINISCHE_TECHNIK","0013-5585"
"1181","JOURNAL_OF_COMPUTATIONAL_CHEMISTRY","0192-8651"
"1182","JOURNAL_OF_CRYPTOLOGY","0933-2790"
"1183","JOURNAL_OF_DIABETES_AND_ITS_COMPLICATIONS","1056-8727"
"1184","JOURNAL_OF_ENERGY_RESOURCES_TECHNOLOGY-TRANSACTIONS_OF_THE_ASME","0195-0738"
"1185","JOURNAL_OF_ESSENTIAL_OIL_RESEARCH","1041-2905"
"1186","JOURNAL_OF_FOOD_PROCESS_ENGINEERING","0145-8876"
"1187","JOURNAL_OF_FORESTRY_RESEARCH","1007-662X"
"1188","JOURNAL_OF_GERIATRIC_ONCOLOGY","1879-4068"
"1189","JOURNAL_OF_HEPATO-BILIARY-PANCREATIC_SCIENCES","1868-6974"
"1190","JOURNAL_OF_MEDICAL_MICROBIOLOGY","0022-2615"
"1191","JOURNAL_OF_MICROBIOLOGY","1225-8873"
"1192","JOURNAL_OF_NEUROSCIENCE_METHODS","0165-0270"
"1193","JOURNAL_OF_NONLINEAR_SCIENCE","0938-8974"
"1194","JOURNAL_OF_NUMERICAL_MATHEMATICS","1570-2820"
"1195","JOURNAL_OF_REAL-TIME_IMAGE_PROCESSING","1861-8200"
"1196","JOURNAL_OF_SHOULDER_AND_ELBOW_SURGERY","1058-2746"
"1197","JOURNAL_OF_STRUCTURAL_BIOLOGY","1047-8477"
"1198","JOURNAL_OF_THE_CHINESE_MEDICAL_ASSOCIATION","1726-4901"
"1199","JOURNAL_OF_X-RAY_SCIENCE_AND_TECHNOLOGY","0895-3996"
"1200","MARINE_BIOTECHNOLOGY","1436-2228"
"1201","IEEE_TRANSACTIONS_ON_SYSTEMS_MAN_CYBERNETICS-SYSTEMS","2168-2216"
"1202","IMMUNOLOGICAL_REVIEWS","0105-2896"
"1203","JOURNAL_OF_ENVIRONMENTAL_MANAGEMENT","0301-4797"
"1204","JOURNAL_OF_NETWORK_AND_COMPUTER_APPLICATIONS","1084-8045"
"1205","RENEWABLE_ENERGY","0960-1481"
"1206","WORLD_JOURNAL_OF_PEDIATRICS","1708-8569"
"1207","VIEW","2688-3988"
"1208","INTERNATIONAL_JOURNAL_OF_EDUCATIONAL_TECHNOLOGY_IN_HIGHER_EDUCATION","2365-9440"
"1209","JOURNAL_OF_CHEMINFORMATICS","1758-2946"
"1210","GREEN_FINANCE","2643-1092"
"1211","INFORMATION_PROCESSING_&_MANAGEMENT","0306-4573"
"1212","INTERNET_AND_HIGHER_EDUCATION","1096-7516"
"1213","CELL_CHEMICAL_BIOLOGY","2451-9456"
"1214","CHEMISTRY_OF_MATERIALS","0897-4756"
"1215","CLINICAL_IMMUNOLOGY","1521-6616"
"1216","MOVEMENT_DISORDERS","0885-3185"
"1217","PHYSICAL_REVIEW_LETTERS","0031-9007"
"1218","SEPARATION_AND_PURIFICATION_TECHNOLOGY","1383-5866"
"1219","TOPICS_IN_CURRENT_CHEMISTRY","2365-0869"
"1220","WILEY_INTERDISCIPLINARY_REVIEWS-NANOMEDICINE_AND_NANOBIOTECHNOLOGY","1939-5116"
"1221","TRAVAIL_HUMAIN","0041-1868"
"1222","ACTA_ARITHMETICA","0065-1036"
"1223","ACTA_MATHEMATICA_SINICA-ENGLISH_SERIES","1439-8516"
"1224","ACTA_ORNITHOLOGICA","0001-6454"
"1225","ACTA_PHYSICA_POLONICA_A","0587-4246"
"1226","ALEA-LATIN_AMERICAN_JOURNAL_OF_PROBABILITY_AND_MATHEMATICAL_STATISTICS","1980-0436"
"1227","ALGEBRAIC_AND_GEOMETRIC_TOPOLOGY","1472-2739"
"1228","ANALYSIS_MATHEMATICA","0133-3852"
"1229","ANASTHESIOLOGIE_&_INTENSIVMEDIZIN","0170-5334"
"1230","ANKARA_UNIVERSITESI_VETERINER_FAKULTESI_DERGISI","1300-0861"
"1231","ANNALES_BOTANICI_FENNICI","0003-3847"
"1232","ANNALES_DE_L_INSTITUT_FOURIER","0373-0956"
"1233","ANNALES_ZOOLOGICI_FENNICI","0003-455X"
"1234","ANNALS_OF_GLOBAL_ANALYSIS_AND_GEOMETRY","0232-704X"
"1235","ANTHROPOLOGICAL_SCIENCE","0918-7960"
"1236","APPLICABLE_ALGEBRA_IN_ENGINEERING_COMMUNICATION_AND_COMPUTING","0938-1279"
"1237","APPLICATIONS_OF_MATHEMATICS","0862-7940"
"1238","APPLIED_COMPUTATIONAL_ELECTROMAGNETICS_SOCIETY_JOURNAL","1054-4887"
"1239","APPLIED_ECOLOGY_AND_ENVIRONMENTAL_RESEARCH","1589-1623"
"1240","APPLIED_GEOPHYSICS","1672-7975"
"1241","BIOMETRICAL_JOURNAL","0323-3847"
"1242","BOUNDARY_VALUE_PROBLEMS","1687-2770"
"1243","BRAIN_BEHAVIOR_AND_EVOLUTION","0006-8977"
"1244","BRAIN_&_DEVELOPMENT","0387-7604"
"1245","BUILDING_SERVICES_ENGINEERING_RESEARCH_&_TECHNOLOGY","0143-6244"
"1246","BULLETIN_OF_THE_KOREAN_CHEMICAL_SOCIETY","0253-2964"
"1247","BUNDESGESUNDHEITSBLATT-GESUNDHEITSFORSCHUNG-GESUNDHEITSSCHUTZ","1436-9990"
"1248","CALCOLO","0008-0624"
"1249","CANADIAN_JOURNAL_OF_SOIL_SCIENCE","0008-4271"
"1250","CANADIAN_WATER_RESOURCES_JOURNAL","0701-1784"
"1251","CENTRAL_EUROPEAN_JOURNAL_OF_OPERATIONS_RESEARCH","1435-246X"
"1252","CHEMICAL_&_PHARMACEUTICAL_BULLETIN","0009-2363"
"1253","CHILEAN_JOURNAL_OF_AGRICULTURAL_RESEARCH","0718-5839"
"1254","CHINESE_PHYSICS_B","1674-1056"
"1255","CHROMATOGRAPHIA","0009-5893"
"1256","CLEAN-SOIL_AIR_WATER","1863-0650"
"1257","CLINICS_IN_LABORATORY_MEDICINE","0272-2712"
"1258","COMMUNITY_DENTAL_HEALTH","0265-539X"
"1259","COMMUNITY_ECOLOGY","1585-8553"
"1260","CURRENT_COMPUTER-AIDED_DRUG_DESIGN","1573-4099"
"1261","MARINE_CHEMISTRY","0304-4203"
"1262","MATERIALS_LETTERS","0167-577X"
"1263","MEDICINA_INTENSIVA","0210-5691"
"1264","METALLURGICAL_AND_MATERIALS_TRANSACTIONS_B-PROCESS_METALLURGY_AND_MATERIALS_PROCESSING_SCIENCE","1073-5615"
"1265","MINERVA_GASTROENTEROLOGY","2724-5985"
"1266","MYCOTOXIN_RESEARCH","0178-7888"
"1267","NEOPLASMA","0028-2685"
"1268","NEURODEGENERATIVE_DISEASES","1660-2854"
"1269","NEUROINFORMATICS","1539-2791"
"1270","NEUROPHYSIOLOGIE_CLINIQUE-CLINICAL_NEUROPHYSIOLOGY","0987-7053"
"1271","OPTICAL_AND_QUANTUM_ELECTRONICS","0306-8919"
"1272","ORGANIC_GEOCHEMISTRY","0146-6380"
"1273","OUTLOOK_ON_AGRICULTURE","0030-7270"
"1274","PALAEOGEOGRAPHY_PALAEOCLIMATOLOGY_PALAEOECOLOGY","0031-0182"
"1275","PEDIATRIC_NEPHROLOGY","0931-041X"
"1276","PEPTIDES","0196-9781"
"1277","PLANT_CELL_TISSUE_AND_ORGAN_CULTURE","0167-6857"
"1278","PLASMONICS","1557-1955"
"1279","PRENATAL_DIAGNOSIS","0197-3851"
"1280","PROSTAGLANDINS_LEUKOTRIENES_AND_ESSENTIAL_FATTY_ACIDS","0952-3278"
"1281","OECONOMIA_COPERNICANA","2083-1277"
"1282","CELL_PROLIFERATION","0960-7722"
"1283","JMIR_PUBLIC_HEALTH_AND_SURVEILLANCE","2369-2960"
"1284","CONSERVATION_LETTERS","1755-263X"
"1285","AMERICAN_ECONOMIC_REVIEW-INSIGHTS","2640-205X"
"1286","ELECTRONIC_MARKETS","1019-6781"
"1287","LONG_RANGE_PLANNING","0024-6301"
"1288","TELEMATICS_AND_INFORMATICS","0736-5853"
"1289","CURRENT_OPINION_IN_ELECTROCHEMISTRY","2451-9103"
"1290","EXPERT_SYSTEMS_WITH_APPLICATIONS","0957-4174"
"1291","QUALITATIVE_PSYCHOLOGY","2326-3601"
"1292","INTERNATIONAL_JOURNAL_OF_INFECTIOUS_DISEASES","1201-9712"
"1293","MATERIALS_&_DESIGN","0264-1275"
"1294","CHEMICAL_SCIENCE","2041-6520"
"1295","JOURNAL_OF_DESTINATION_MARKETING_&_MANAGEMENT","2212-571X"
"1296","JOURNAL_OF_ECONOMIC_PERSPECTIVES","0895-3309"
"1297","ACS_SUSTAINABLE_CHEMISTRY_&_ENGINEERING","2168-0485"
"1298","ANNUAL_REVIEW_OF_CHEMICAL_AND_BIOMOLECULAR_ENGINEERING","1947-5438"
"1299","CHEMSUSCHEM","1864-5631"
"1300","CIRCULATION-ARRHYTHMIA_AND_ELECTROPHYSIOLOGY","1941-3149"
"1301","ARKIV_FOR_MATEMATIK","0004-2080"
"1302","AUTOMATION_AND_REMOTE_CONTROL","0005-1179"
"1303","BALTICA","0067-3064"
"1304","BAUTECHNIK","0932-8351"
"1305","BIOLOGY_AND_ENVIRONMENT-PROCEEDINGS_OF_THE_ROYAL_IRISH_ACADEMY","0791-7945"
"1306","BIRD_STUDY","0006-3657"
"1307","BLUMEA","0006-5196"
"1308","BOLETIN_LATINOAMERICANO_Y_DEL_CARIBE_DE_PLANTAS_MEDICINALES_Y_AROMATICAS","0717-7917"
"1309","BULLETIN_OF_EXPERIMENTAL_BIOLOGY_AND_MEDICINE","0007-4888"
"1310","BULLETIN_OF_THE_AUSTRALIAN_MATHEMATICAL_SOCIETY","0004-9727"
"1311","BULLETIN_OF_THE_BRAZILIAN_MATHEMATICAL_SOCIETY","1678-7544"
"1312","BULLETIN_OF_THE_IRANIAN_MATHEMATICAL_SOCIETY","1017-060X"
"1313","CANADIAN_JOURNAL_OF_MATHEMATICS-JOURNAL_CANADIEN_DE_MATHEMATIQUES","0008-414X"
"1314","CARDIOVASCULAR_JOURNAL_OF_AFRICA","1995-1892"
"1315","CEMENT_WAPNO_BETON","1425-8129"
"1316","CHELONIAN_CONSERVATION_AND_BIOLOGY","1071-8443"
"1317","CHINESE_JOURNAL_OF_INORGANIC_CHEMISTRY","1001-4861"
"1318","CLINICAL_DYSMORPHOLOGY","0962-8827"
"1319","CLINICAL_LABORATORY","1433-6510"
"1320","COLEOPTERISTS_BULLETIN","0010-065X"
"1321","CYBERNETICS_AND_SYSTEMS","0196-9722"
"1322","CYTOGENETIC_AND_GENOME_RESEARCH","1424-8581"
"1323","DYNAMICS_OF_ATMOSPHERES_AND_OCEANS","0377-0265"
"1324","ELECTROMAGNETIC_BIOLOGY_AND_MEDICINE","1536-8378"
"1325","ENVIRONMENTAL_ENTOMOLOGY","0046-225X"
"1326","ENVIRONMETRICS","1180-4009"
"1327","ETHOLOGY","0179-1613"
"1328","EUROPEAN_JOURNAL_OF_CONTRACEPTION_AND_REPRODUCTIVE_HEALTH_CARE","1362-5187"
"1329","EUROPEAN_JOURNAL_OF_HOSPITAL_PHARMACY","2047-9956"
"1330","EUROPEAN_JOURNAL_OF_OPHTHALMOLOGY","1120-6721"
"1331","FIBER_AND_INTEGRATED_OPTICS","0146-8030"
"1332","FOOD_WEBS","2352-2496"
"1333","FUSION_ENGINEERING_AND_DESIGN","0920-3796"
"1334","GEOARCHAEOLOGY-AN_INTERNATIONAL_JOURNAL","0883-6353"
"1335","HEAT_TRANSFER_RESEARCH","1064-2285"
"1336","HERZ","0340-9937"
"1337","HOMEOPATHY","1475-4916"
"1338","HUMAN_PSYCHOPHARMACOLOGY-CLINICAL_AND_EXPERIMENTAL","0885-6222"
"1339","INORGANIC_AND_NANO-METAL_CHEMISTRY","2470-1556"
"1340","INTELLIGENT_DATA_ANALYSIS","1088-467X"
"1341","PROTEIN_JOURNAL","1572-3887"
"1342","REVUE_NEUROLOGIQUE","0035-3787"
"1343","SAR_AND_QSAR_IN_ENVIRONMENTAL_RESEARCH","1062-936X"
"1344","SCIENTIFIC_AMERICAN","0036-8733"
"1345","SEIZURE-EUROPEAN_JOURNAL_OF_EPILEPSY","1059-1311"
"1346","SEMANTIC_WEB","1570-0844"
"1347","SEMINARS_IN_FETAL_&_NEONATAL_MEDICINE","1744-165X"
"1348","SPINE","0362-2436"
"1349","TISSUE_ENGINEERING_PART_C-METHODS","1937-3384"
"1350","TRANSGENIC_RESEARCH","0962-8819"
"1351","WIRELESS_NETWORKS","1022-0038"
"1352","WORLD_JOURNAL_OF_GASTROINTESTINAL_ONCOLOGY","1948-5204"
"1353","ACS_CHEMICAL_HEALTH_&_SAFETY","1871-5532"
"1354","AI_&_SOCIETY","0951-5666"
"1355","BIONANOSCIENCE","2191-1630"
"1356","CLINICAL_NUTRITION_ESPEN","2405-4577"
"1357","COUNSELLING_PSYCHOLOGY_QUARTERLY","0951-5070"
"1358","FOOTWEAR_SCIENCE","1942-4280"
"1359","HIGH_BLOOD_PRESSURE_&_CARDIOVASCULAR_PREVENTION","1120-9879"
"1360","INTERNATIONAL_JOURNAL_OF_INFORMATION_AND_LEARNING_TECHNOLOGY","2056-4880"
"1361","COCHRANE_DATABASE_OF_SYSTEMATIC_REVIEWS","1469-493X"
"1362","EUROPEAN_JOURNAL_OF_CANCER","0959-8049"
"1363","IEEE_TRANSACTIONS_ON_CIRCUITS_AND_SYSTEMS_FOR_VIDEO_TECHNOLOGY","1051-8215"
"1364","INTERNATIONAL_JOURNAL_OF_BIOPRINTING","2424-7723"
"1365","MECHANICAL_SYSTEMS_AND_SIGNAL_PROCESSING","0888-3270"
"1366","METABOLIC_ENGINEERING","1096-7176"
"1367","PHYSIOLOGY","1548-9213"
"1368","STROKE","0039-2499"
"1369","CELLULAR_&_MOLECULAR_BIOLOGY_LETTERS","1425-8153"
"1370","INTERNATIONAL_JOURNAL_OF_COAL_SCIENCE_&_TECHNOLOGY","2095-8293"
"1371","NONLINEAR_ENGINEERING_-_MODELING_AND_APPLICATION","2192-8010"
"1372","MATERIALS_RESEARCH_LETTERS","2166-3831"
"1373","PROGRESS_OF_THEORETICAL_AND_EXPERIMENTAL_PHYSICS","2050-3911"
"1374","JOURNAL_OF_HOSPITALITY_AND_TOURISM_MANAGEMENT","1447-6770"
"1375","STRATEGIC_MANAGEMENT_JOURNAL","0143-2095"
"1376","ANNALS_OF_THE_AMERICAN_THORACIC_SOCIETY","1546-3222"
"1377","APPLIED_MATERIALS_TODAY","2352-9407"
"1378","CORROSION_SCIENCE","0010-938X"
"1379","DIALOGUES_IN_CLINICAL_NEUROSCIENCE","1294-8322"
"1380","ENVIRONMENTAL_RESEARCH","0013-9351"
"1381","COMMUNICATIONS_IN_ALGEBRA","0092-7872"
"1382","COMMUNICATIONS_IN_ANALYSIS_AND_GEOMETRY","1019-8385"
"1383","COMPEL-THE_INTERNATIONAL_JOURNAL_FOR_COMPUTATION_AND_MATHEMATICS_IN_ELECTRICAL_AND_ELECTRONIC_ENGINEERING","0332-1649"
"1384","COMPUTATIONAL_MATHEMATICS_AND_MATHEMATICAL_PHYSICS","0965-5425"
"1385","COMPUTING_AND_INFORMATICS","1335-9150"
"1386","CRYSTALLOGRAPHY_REPORTS","1063-7745"
"1387","CURRENT_HERPETOLOGY","1345-5834"
"1388","CYBIUM","0399-0974"
"1389","DIABETOLOGIE_UND_STOFFWECHSEL","1861-9002"
"1390","ELECTRONIC_JOURNAL_OF_LINEAR_ALGEBRA","1537-9582"
"1391","EUROPEAN_JOURNAL_OF_PHYSICS","0143-0807"
"1392","EXPOSITIONES_MATHEMATICAE","0723-0869"
"1393","FOLIA_BIOLOGICA-KRAKOW","0015-5497"
"1394","FORKTAIL","0950-1746"
"1395","GEOLOGY_OF_ORE_DEPOSITS","1075-7015"
"1396","GEORGIAN_MATHEMATICAL_JOURNAL","1072-947X"
"1397","GLASS_PHYSICS_AND_CHEMISTRY","1087-6596"
"1398","GRAPHS_AND_COMBINATORICS","0911-0119"
"1399","GRUNDWASSER","1430-483X"
"1400","HERZOGIA","0018-0971"
"1401","INTERNATIONAL_JOURNAL_FOR_UNCERTAINTY_QUANTIFICATION","2152-5080"
"1402","INTERNATIONAL_JOURNAL_OF_AERONAUTICAL_AND_SPACE_SCIENCES","2093-274X"
"1403","INTERNATIONAL_JOURNAL_OF_ARTIFICIAL_ORGANS","0391-3988"
"1404","INTERNATIONAL_JOURNAL_OF_ASTROBIOLOGY","1473-5504"
"1405","INTERNATIONAL_JOURNAL_OF_CIVIL_ENGINEERING","1735-0522"
"1406","INTERNATIONAL_JOURNAL_OF_COMPUTATIONAL_METHODS","0219-8762"
"1407","INTERNATIONAL_JOURNAL_OF_COMPUTERIZED_DENTISTRY","1463-4201"
"1408","INTERNATIONAL_JOURNAL_OF_LOWER_EXTREMITY_WOUNDS","1534-7346"
"1409","INTERNATIONAL_JOURNAL_OF_MODERN_PHYSICS_B","0217-9792"
"1410","INTERNATIONAL_JOURNAL_OF_RF_AND_MICROWAVE_COMPUTER-AIDED_ENGINEERING","1096-4290"
"1411","INTERNATIONAL_JOURNAL_OF_SATELLITE_COMMUNICATIONS_AND_NETWORKING","1542-0973"
"1412","INTERNATIONAL_JOURNAL_OF_UNCONVENTIONAL_COMPUTING","1548-7199"
"1413","INTERVENTIONAL_NEURORADIOLOGY","1591-0199"
"1414","IRANIAN_JOURNAL_OF_SCIENCE_AND_TECHNOLOGY-TRANSACTIONS_OF_CIVIL_ENGINEERING","2228-6160"
"1415","JOURNAL_OF_AMBIENT_INTELLIGENCE_AND_SMART_ENVIRONMENTS","1876-1364"
"1416","JOURNAL_OF_ASIAN_NATURAL_PRODUCTS_RESEARCH","1028-6020"
"1417","JOURNAL_OF_BERRY_RESEARCH","1878-5093"
"1418","JOURNAL_OF_BIOACTIVE_AND_COMPATIBLE_POLYMERS","0883-9115"
"1419","JOURNAL_OF_BIOMECHANICAL_ENGINEERING-TRANSACTIONS_OF_THE_ASME","0148-0731"
"1420","JOURNAL_OF_CHEMICAL_SCIENCES","0974-3626"
"1421","JDR_CLINICAL_&_TRANSLATIONAL_RESEARCH","2380-0844"
"1422","JOURNAL_OF_APPLIED_ACCOUNTING_RESEARCH","0967-5426"
"1423","JOURNAL_OF_CHANGE_MANAGEMENT","1469-7017"
"1424","JOURNAL_OF_CLINICAL_AND_EXPERIMENTAL_HEPATOLOGY","0973-6883"
"1425","JOURNAL_OF_FINANCIAL_SERVICES_MARKETING","1363-0539"
"1426","JOURNAL_OF_MARKETING_ANALYTICS","2050-3318"
"1427","JOURNAL_OF_MARKETING_THEORY_AND_PRACTICE","1069-6679"
"1428","JOURNAL_OF_RISK_FINANCE","1526-5943"
"1429","JOURNAL_OF_SOCIAL_ENTREPRENEURSHIP","1942-0676"
"1430","MARITIME_BUSINESS_REVIEW","2397-3757"
"1431","MECHANICAL_ENGINEERING_REVIEWS","2187-9753"
"1432","MODELING_EARTH_SYSTEMS_AND_ENVIRONMENT","2363-6203"
"1433","REVISTA_LATINA_DE_COMUNICACION_SOCIAL","1138-5820"
"1434","SOCIAL_MARKETING_QUARTERLY","1524-5004"
"1435","STIGMA_AND_HEALTH","2376-6972"
"1436","TEXTILE_PROGRESS","0040-5167"
"1437","YOUNG_CONSUMERS","1758-7212"
"1438","ADSORPTION_SCIENCE_&_TECHNOLOGY","0263-6174"
"1439","ADVANCES_IN_METEOROLOGY","1687-9309"
"1440","ANIMAL_CELLS_AND_SYSTEMS","1976-8354"
"1441","EUROPEAN_JOURNAL_OF_PREVENTIVE_CARDIOLOGY","2047-4873"
"1442","HYPERTENSION","0194-911X"
"1443","IEEE_TRANSACTIONS_ON_COMMUNICATIONS","0090-6778"
"1444","JOURNAL_OF_FIELD_ROBOTICS","1556-4959"
"1445","JOURNAL_OF_INTELLIGENT_MANUFACTURING","0956-5515"
"1446","PRODUCTION_PLANNING_&_CONTROL","0953-7287"
"1447","RADIOCARBON","0033-8222"
"1448","ENERGY_STRATEGY_REVIEWS","2211-467X"
"1449","JOURNAL_OF_STROKE","2287-6391"
"1450","JOURNAL_OF_TISSUE_ENGINEERING","2041-7314"
"1451","MATERIALS_TODAY_BIO","2590-0064"
"1452","EDUCATIONAL_RESEARCHER","0013-189X"
"1453","INTERNATIONAL_REVIEW_OF_FINANCIAL_ANALYSIS","1057-5219"
"1454","JOURNAL_OF_POLITICAL_ECONOMY","0022-3808"
"1455","JOURNAL_OF_RESEARCH_IN_INTERACTIVE_MARKETING","2040-7122"
"1456","PSYCHOLOGICAL_SCIENCE","0956-7976"
"1457","REVIEW_OF_FINANCIAL_STUDIES","0893-9454"
"1458","ACTA_PHARMACOLOGICA_SINICA","1671-4083"
"1459","DIABETOLOGIA","0012-186X"
"1460","IEEE_TRANSACTIONS_ON_GEOSCIENCE_AND_REMOTE_SENSING","0196-2892"
"1461","HIGH_ENERGY_CHEMISTRY","0018-1439"
"1462","HORTICULTURA_BRASILEIRA","0102-0536"
"1463","IEEE_ANNALS_OF_THE_HISTORY_OF_COMPUTING","1058-6180"
"1464","IEICE_TRANSACTIONS_ON_COMMUNICATIONS","0916-8516"
"1465","IEICE_TRANSACTIONS_ON_INFORMATION_AND_SYSTEMS","0916-8532"
"1466","INDIAN_JOURNAL_OF_PURE_&_APPLIED_MATHEMATICS","0019-5588"
"1467","INTEGRATED_FERROELECTRICS","1058-4587"
"1468","INTERNATIONAL_JOURNAL_OF_AD_HOC_AND_UBIQUITOUS_COMPUTING","1743-8225"
"1469","INTERNATIONAL_JOURNAL_OF_DEVELOPMENTAL_BIOLOGY","0214-6282"
"1470","INTERNATIONAL_JOURNAL_OF_ENVIRONMENT_AND_POLLUTION","0957-4352"
"1471","INTERNATIONAL_JOURNAL_OF_NUMBER_THEORY","1793-0421"
"1472","ISOKINETICS_AND_EXERCISE_SCIENCE","0959-3020"
"1473","IZVESTIYA_ATMOSPHERIC_AND_OCEANIC_PHYSICS","0001-4338"
"1474","JOURNAL_AWWA","0003-150X"
"1475","JOURNAL_OF_ANIMAL_AND_PLANT_SCIENCES-JAPS","1018-7081"
"1476","JOURNAL_OF_APPLIED_SPECTROSCOPY","0021-9037"
"1477","JOURNAL_OF_COMBINATORIAL_DESIGNS","1063-8539"
"1478","JOURNAL_OF_COMPUTATIONAL_AND_THEORETICAL_TRANSPORT","2332-4309"
"1479","JOURNAL_OF_FISH_AND_WILDLIFE_MANAGEMENT","1944-687X"
"1480","JOURNAL_OF_FRICTION_AND_WEAR","1068-3666"
"1481","JOURNAL_OF_COMPLEXITY","0885-064X"
"1482","JOURNAL_OF_COMPUTATIONAL_BIOLOGY","1066-5277"
"1483","JOURNAL_OF_CUTANEOUS_PATHOLOGY","0303-6987"
"1484","JOURNAL_OF_DEVELOPMENTAL_ORIGINS_OF_HEALTH_AND_DISEASE","2040-1744"
"1485","JOURNAL_OF_DYNAMIC_SYSTEMS_MEASUREMENT_AND_CONTROL-TRANSACTIONS_OF_THE_ASME","0022-0434"
"1486","JOURNAL_OF_ELASTOMERS_AND_PLASTICS","0095-2443"
"1487","JOURNAL_OF_ELECTROCERAMICS","1385-3449"
"1488","JOURNAL_OF_FUNCTIONAL_ANALYSIS","0022-1236"
"1489","JOURNAL_OF_INORGANIC_MATERIALS","1000-324X"
"1490","JOURNAL_OF_KNEE_SURGERY","1538-8506"
"1491","JOURNAL_OF_LARYNGOLOGY_AND_OTOLOGY","0022-2151"
"1492","JOURNAL_OF_MAMMALOGY","0022-2372"
"1493","JOURNAL_OF_MATHEMATICAL_CHEMISTRY","0259-9791"
"1494","JOURNAL_OF_NANO_RESEARCH","1662-5250"
"1495","JOURNAL_OF_OROFACIAL_ORTHOPEDICS-FORTSCHRITTE_DER_KIEFERORTHOPADIE","1434-5293"
"1496","JOURNAL_OF_ORTHOPAEDIC_SCIENCE","0949-2658"
"1497","JOURNAL_OF_PAEDIATRICS_AND_CHILD_HEALTH","1034-4810"
"1498","JOURNAL_OF_PEDIATRIC_ORTHOPAEDICS","0271-6798"
"1499","JOURNAL_OF_PHOTONICS_FOR_ENERGY","1947-7988"
"1500","JOURNAL_OF_RADIATION_RESEARCH_AND_APPLIED_SCIENCES","1687-8507"
"1501","ANNALS_OF_GLACIOLOGY","0260-3055"
"1502","ASIAN_JOURNAL_OF_ANDROLOGY","1008-682X"
"1503","CLINICAL_AND_APPLIED_THROMBOSIS-HEMOSTASIS","1076-0296"
"1504","INTEGRATIVE_CANCER_THERAPIES","1534-7354"
"1505","INTERNATIONAL_JOURNAL_OF_COMPUTATIONAL_INTELLIGENCE_SYSTEMS","1875-6891"
"1506","INTERNATIONAL_JOURNAL_OF_FOOD_PROPERTIES","1094-2912"
"1507","INTERNATIONAL_JOURNAL_OF_GENOMICS","2314-436X"
"1508","JOURNAL_OF_DERMATOLOGICAL_TREATMENT","0954-6634"
"1509","JOURNAL_OF_PALAEOGEOGRAPHY-ENGLISH","2095-3836"
"1510","JOURNAL_OF_THE_RENIN-ANGIOTENSIN-ALDOSTERONE_SYSTEM","1470-3203"
"1511","JOURNAL_OF_WOOD_SCIENCE","1435-0211"
"1512","KOREAN_JOURNAL_OF_ANESTHESIOLOGY","2005-6419"
"1513","OCEANOLOGIA","0078-3234"
"1514","PAIN_RESEARCH_&_MANAGEMENT","1203-6765"
"1515","PLANT_SIGNALING_&_BEHAVIOR","1559-2316"
"1516","PPAR_RESEARCH","1687-4757"
"1517","SWISS_MEDICAL_WEEKLY","1424-7860"
"1518","THORACIC_CANCER","1759-7706"
"1519","ADVANCES_IN_HUMAN-COMPUTER_INTERACTION","1687-5893"
"1520","ANEMIA","2090-1267"
"1521","IEEE_TRANSACTIONS_ON_INTELLIGENT_VEHICLES","2379-8858"
"1522","INTERNATIONAL_JOURNAL_OF_BIOLOGICAL_MACROMOLECULES","0141-8130"
"1523","REVIEWS_IN_ENDOCRINE_&_METABOLIC_DISORDERS","1389-9155"
"1524","WILEY_INTERDISCIPLINARY_REVIEWS-WATER","2049-1948"
"1525","ADVANCES_IN_GEO-ENERGY_RESEARCH","2207-9963"
"1526","CHINA_FINANCE_REVIEW_INTERNATIONAL","2044-1398"
"1527","EPIDEMIOLOGY_AND_PSYCHIATRIC_SCIENCES","2045-7960"
"1528","INFECTIOUS_DISEASES_OF_POVERTY","2095-5162"
"1529","BMJ_GLOBAL_HEALTH","2059-7908"
"1530","ANNALS_OF_INTENSIVE_CARE","2110-5820"
"1531","MOLECULAR_METABOLISM","2212-8778"
"1532","EUROPEAN_SOCIETIES","1461-6696"
