ISSN	eISSN	publisher_country	model	weekstopub	APC	APC_amount	waiver
NA	1478-0259	United_Kingdom	Double_anonymous_peer_review	52	No	NA	No
NA	2773-0107	Netherlands	Double_anonymous_peer_review	40	No	NA	No
2305-6002	2958-1303	Iraq	Double_anonymous_peer_review	8	Yes	100_USD	Yes
0032-2725	NA	Poland	Double_anonymous_peer_review	11	Yes	700_EUR	No
2085-3750	3025-9789	Indonesia	Double_anonymous_peer_review	8	Yes	500000_IDR	No
NA	2822-4914	Türkiye	"Editorial_review,_Double_anonymous_peer_review"	8	No	NA	No
NA	0718-4727	Chile	Double_anonymous_peer_review	24	No	NA	No
NA	2001-3078	United_States	Anonymous_peer_review	10	Yes	4200_USD;_3260_GBP;_3780_EUR	Yes
NA	2773-2169	Netherlands	Anonymous_peer_review	13	Yes	2000_USD	Yes
1851-6866	2422-6017	Argentina	Double_anonymous_peer_review	12	No	NA	No
NA	2708-0463	Qatar	Double_anonymous_peer_review	10	No	NA	No
NA	2974-6663	Italy	Anonymous_peer_review	5	No	NA	No
2355-2158	2654-4148	Indonesia	Double_anonymous_peer_review	14	No	NA	No
1576-0162	2340-4264	Spain	Double_anonymous_peer_review	20	No	NA	No
NA	1618-0747	Germany	Anonymous_peer_review	40	Yes	150_EUR	Yes
NA	2493-9439	France	Anonymous_peer_review	8	Yes	500_EUR	Yes
NA	2265-4224	France	Peer_review	8	Yes	700_EUR	Yes
NA	2822-2318	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	2949-8295	United_Kingdom	Anonymous_peer_review	11	Yes	1250_USD	Yes
0126-5008	NA	Malaysia	Double_anonymous_peer_review	24	Yes	150_USD;_500_MYR	No
NA	2426-8887	France	Double_anonymous_peer_review	14	Yes	950_EUR;_1000_USD	Yes
NA	2717-9974	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	2272-2394	France	Peer_review	8	Yes	500_EUR	Yes
NA	2115-7251	France	Peer_review	8	Yes	1250_EUR	No
NA	2491-9292	France	Peer_review	10	Yes	500_EUR	Yes
NA	1932-6203	United_States	Anonymous_peer_review	24	Yes	2290_USD	Yes
2667-8063	2687-5063	Türkiye	Double_anonymous_peer_review	14	No	NA	No
NA	2532-2486	Italy	Double_anonymous_peer_review	6	No	NA	No
1553-7366	1553-7374	United_States	Anonymous_peer_review	24	Yes	2926_USD	Yes
1553-7390	1553-7404	United_States	Anonymous_peer_review	26	Yes	2962_USD	Yes
NA	2767-3375	United_States	Anonymous_peer_review	17	Yes	2400_USD	Yes
1553-734X	1553-7358	United_States	Peer_review	32	Yes	2926_USD	Yes
1544-9173	1545-7885	United_States	Anonymous_peer_review	28	Yes	5500_USD	Yes
1549-1277	1549-1676	United_States	Anonymous_peer_review	32	Yes	6300_USD	Yes
NA	2767-3170	United_States	Anonymous_peer_review	16	Yes	2926_USD	Yes
NA	2767-3197	United_States	Anonymous_peer_review	34	Yes	3000_USD	Yes
NA	2767-3219	United_States	Anonymous_peer_review	25	Yes	2400_USD	Yes
NA	2767-3200	United_States	Anonymous_peer_review	29	Yes	2400_USD	Yes
1363-013X	2397-1770	United_Kingdom	Double_anonymous_peer_review	20	No	NA	No
2528-9861	2528-987X	Türkiye	Double_anonymous_peer_review	24	No	NA	No
2788-5879	2788-5887	Iraq	Peer_review	10	Yes	100000_IQD;_100_USD	No
NA	2589-9457	United_States	Double_anonymous_peer_review	15	No	NA	No
NA	2549-9793	Indonesia	Double_anonymous_peer_review	12	Yes	250000_IDR	No
NA	2708-7050	Uganda	Double_anonymous_peer_review	5	No	NA	No
NA	2954-4378	Mexico	Double_anonymous_peer_review	14	No	NA	No
0067-1975	2201-4349	Australia	Peer_review	6	No	NA	No
2580-4405	2580-4391	Indonesia	Double_anonymous_peer_review	8	Yes	200_USD	No
1935-2727	1935-2735	United_States	Anonymous_peer_review	23	Yes	2670_USD	Yes
1584-0409	NA	Romania	Anonymous_peer_review	5	Yes	30_EUR	No
2085-0328	2684-9305	Indonesia	Anonymous_peer_review	2	Yes	750000_IDR	No
1390-1249	2224-6983	Ecuador	Peer_review	28	No	NA	No
2538-1873	2538-2829	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	12	Yes	9000000_IRR;_180_USD	No
NA	2588-2872	"Iran,_Islamic_Republic_of"	Peer_review	16	No	NA	No
NA	1559-3061	United_Arab_Emirates	Double_anonymous_peer_review	24	No	NA	No
NA	2783-1523	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	12	No	NA	No
1978-8495	2655-1462	Indonesia	Double_anonymous_peer_review	24	Yes	200000_IDR	No
0041-9419	2410-8057	Iraq	Double_anonymous_peer_review	24	Yes	150000_IQD;_100_USD	Yes
2008-126X	2228-7442	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	6	No	NA	Yes
NA	1838-7640	Australia	Peer_review	12	Yes	4500_AUD	No
0868-4731	1736-7506	Estonia	Double_anonymous_peer_review	36	No	NA	No
1309-4688	1309-4173	Türkiye	Double_anonymous_peer_review	12	No	NA	No
1452-662X	2217-8171	Serbia	Double_anonymous_peer_review	8	Yes	150_EUR;_2500_RSD	Yes
2008-465X	2423-6306	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	14	No	NA	Yes
NA	2952-5993	Spain	Anonymous_peer_review	25	No	NA	No
1406-2925	1736-7476	Estonia	Double_anonymous_peer_review	20	No	NA	No
1445-5781	1447-0578	Japan	Anonymous_peer_review	20	Yes	1650_EUR;_1250_GBP;_1850_USD	Yes
NA	2612-2103	Italy	Double_anonymous_peer_review	4	No	NA	No
2321-354X	2455-6254	India	Double_anonymous_peer_review	22	No	NA	No
2345-5152	2383-1219	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	12	Yes	14000000_IRR	Yes
1757-0344	1757-0352	United_States	Double_anonymous_peer_review	30	No	NA	No
2345-5136	2382-9990	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	12	No	NA	No
0425-4597	1604-3030	United_Kingdom	Double_anonymous_peer_review	52	No	NA	No
NA	2178-2571	Brazil	Double_anonymous_peer_review	24	Yes	300_BRL	No
NA	2318-0579	Brazil	"Peer_review,_Double_anonymous_peer_review"	30	Yes	300_BRL	No
2788-9629	2791-3465	Pakistan	Double_anonymous_peer_review	16	No	NA	No
1390-5384	2528-7788	Ecuador	Peer_review	16	No	NA	No
0035-6883	2039-4942	Italy	Peer_review	16	No	NA	No
2338-7173	2615-0417	Indonesia	Double_anonymous_peer_review	13	Yes	300000_IDR	Yes
2073-8412	3034-1485	Russian_Federation	Double_anonymous_peer_review	60	No	NA	No
NA	2976-2170	Malaysia	Anonymous_peer_review	8	Yes	300_MYR;_100_USD	No
NA	2001-6131	Sweden	Double_anonymous_peer_review	30	No	NA	No
NA	2221-2698	Russian_Federation	Double_anonymous_peer_review	24	No	NA	No
2090-7303	2090-9209	Germany	Double_anonymous_peer_review	42	No	NA	No
1124-1268	2611-318X	Italy	Double_anonymous_peer_review	32	No	NA	No
NA	2813-6187	Switzerland	Anonymous_peer_review	12	Yes	2125_USD	Yes
2008-6512	2821-1006	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	24	Yes	4000000_IRR	No
0042-9686	1564-0604	Switzerland	"Editorial_review,_Peer_review,_Anonymous_peer_review"	32	No	NA	No
NA	2587-151X	Türkiye	Double_anonymous_peer_review	12	Yes	40_USD;_1000_TRY	No
NA	2316-6134	Brazil	Double_anonymous_peer_review	12	No	NA	No
2588-5936	2588-5421	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	25	No	NA	No
2008-4331	2645-3541	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	30	Yes	6000000_IRR	No
0102-3616	1982-4378	Brazil	Double_anonymous_peer_review	21	No	NA	No
NA	2196-4807	Germany	Double_anonymous_peer_review	12	No	NA	No
1809-9777	1809-4864	Brazil	Double_anonymous_peer_review	12	No	NA	No
2673-8406	2673-8414	Switzerland	Anonymous_peer_review	6	No	NA	No
0021-9738	1558-8238	United_States	Peer_review	6	Yes	5600_USD	No
NA	2041-7136	Switzerland	Double_anonymous_peer_review	13	Yes	2080_USD	No
0348-1646	2343-4929	Finland	Double_anonymous_peer_review	20	No	NA	No
2183-5063	2184-061X	Angola	Double_anonymous_peer_review	6	No	NA	No
1796-6183	1796-6191	Finland	Double_anonymous_peer_review	34	No	NA	No
2667-9124	2720-8648	Georgia	Peer_review	24	No	NA	No
NA	2715-5641	Indonesia	Double_anonymous_peer_review	16	Yes	500000_IDR	Yes
1221-4639	2668-6163	Romania	Anonymous_peer_review	16	No	NA	No
NA	2468-4287	Netherlands	Anonymous_peer_review	29	Yes	1250_USD	Yes
NA	2767-3812	China	Anonymous_peer_review	11	Yes	2250_USD	Yes
2223-6295	2958-8901	Albania	Double_anonymous_peer_review	10	No	NA	No
2962-746X	2775-5789	Indonesia	Double_anonymous_peer_review	8	Yes	40_USD;_500000_IDR	No
NA	2655-9439	Indonesia	Double_anonymous_peer_review	8	No	NA	No
NA	2813-558X	Switzerland	Anonymous_peer_review	12	Yes	2125_USD	Yes
2821-0972	2783-4883	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	24	Yes	2000000_IRR	No
2037-4488	2385-2895	Italy	Double_anonymous_peer_review	10	No	NA	No
2240-5429	2240-5437	Italy	Double_anonymous_peer_review	24	No	NA	No
1593-2478	2385-2917	Italy	Double_anonymous_peer_review	26	No	NA	No
NA	2785-5953	Italy	Double_anonymous_peer_review	8	No	NA	No
NA	1658-9246	Saudi_Arabia	Double_anonymous_peer_review	32	No	NA	No
NA	2783-1264	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	4	No	NA	No
NA	2652-4740	Australia	Double_anonymous_peer_review	22	No	NA	No
NA	0018-1005	Morocco	Double_anonymous_peer_review	12	No	NA	No
NA	2612-6672	Italy	Double_anonymous_peer_review	12	No	NA	No
NA	2724-2722	Italy	Double_anonymous_peer_review	8	No	NA	No
NA	2039-9251	Italy	Double_anonymous_peer_review	14	No	NA	No
2313-626X	2313-3724	"Taiwan,_Province_of_China"	Double_anonymous_peer_review	8	Yes	435_EUR	No
NA	2464-8914	Italy	Peer_review	10	No	NA	No
1577-3442	1989-9831	Spain	Double_anonymous_peer_review	26	No	NA	No
0214-4808	2171-861X	Spain	Double_anonymous_peer_review	28	No	NA	No
1593-2508	2385-2925	Italy	Double_anonymous_peer_review	26	No	NA	No
NA	2240-9599	Italy	Anonymous_peer_review	20	No	NA	No
0001-494X	2282-0035	Italy	Anonymous_peer_review	12	No	NA	No
1133-0473	1989-9971	Spain	Double_anonymous_peer_review	27	No	NA	No
NA	2282-7447	Italy	Double_anonymous_peer_review	12	No	NA	No
NA	2611-6537	Italy	Peer_review	19	No	NA	No
NA	2531-6710	Italy	Double_anonymous_peer_review	4	No	NA	No
1696-8166	1989-9998	Spain	Double_anonymous_peer_review	24	No	NA	No
0214-8676	2386-4702	Spain	Double_anonymous_peer_review	54	No	NA	No
0212-5889	2695-4257	Spain	Double_anonymous_peer_review	32	No	NA	No
NA	2171-6692	Spain	Double_anonymous_peer_review	18	No	NA	No
NA	2341-0515	Spain	Anonymous_peer_review	14	No	NA	No
NA	1699-6003	Spain	Anonymous_peer_review	12	No	NA	No
NA	2695-9747	Spain	Double_anonymous_peer_review	14	No	NA	No
NA	2173-1276	Spain	Double_anonymous_peer_review	5	No	NA	No
0213-2338	1989-9904	Spain	Anonymous_peer_review	27	No	NA	No
NA	1989-1385	Spain	Double_anonymous_peer_review	15	No	NA	No
NA	2254-7444	Spain	Double_anonymous_peer_review	54	No	NA	No
NA	2341-2526	Spain	Double_anonymous_peer_review	27	No	NA	No
NA	1989-6409	Spain	Double_anonymous_peer_review	16	No	NA	No
NA	2695-5040	Spain	Double_anonymous_peer_review	27	No	NA	No
1579-3311	2386-4745	Spain	Double_anonymous_peer_review	30	No	NA	No
NA	1989-9823	Spain	Double_anonymous_peer_review	14	No	NA	No
NA	3026-7145	Indonesia	Double_anonymous_peer_review	8	Yes	175000_IDR	No
NA	2813-7302	Switzerland	Anonymous_peer_review	13	Yes	2125_USD	Yes
2963-7678	2962-6153	Indonesia	Double_anonymous_peer_review	12	No	NA	No
NA	3000-7984	France	Double_anonymous_peer_review	15	No	NA	No
NA	2265-8777	France	Double_anonymous_peer_review	35	No	NA	No
1849-8531	2459-5616	Croatia	Double_anonymous_peer_review	12	No	NA	No
NA	1551-4056	United_States	"Anonymous_peer_review,_Double_anonymous_peer_review"	20	No	NA	No
NA	2771-8298	United_States	Double_anonymous_peer_review	24	No	NA	No
2663-9084	2663-9092	Ukraine	Double_anonymous_peer_review	14	No	NA	No
0514-7727	2671-3985	North_Macedonia	Double_anonymous_peer_review	24	No	NA	No
0027-5344	2720-7021	Poland	Double_anonymous_peer_review	36	No	NA	No
1429-7248	NA	Poland	Anonymous_peer_review	8	No	NA	No
0101-465X	1981-2582	Brazil	Double_anonymous_peer_review	10	No	NA	No
1895-2038	1734-459X	Poland	Double_anonymous_peer_review	20	No	NA	No
2080-1084	2450-7938	Poland	Double_anonymous_peer_review	24	No	NA	No
0039-3371	2545-2770	Poland	Double_anonymous_peer_review	45	No	NA	No
0103-314X	1980-6736	Brazil	Double_anonymous_peer_review	10	No	NA	No
0213-4691	1989-9890	Spain	Double_anonymous_peer_review	20	No	NA	No
2096-529X	NA	China	Double_anonymous_peer_review	38	Yes	2200_CNY	No
1802-680X	2336-1182	Czechia	Anonymous_peer_review	14	No	NA	No
NA	2813-7876	Switzerland	Anonymous_peer_review	15	Yes	2125_USD	Yes
2775-7218	3025-9657	Indonesia	Double_anonymous_peer_review	15	No	NA	No
NA	2037-2426	Italy	Double_anonymous_peer_review	16	No	NA	No
NA	2532-1803	Italy	Double_anonymous_peer_review	12	No	NA	No
NA	2835-6969	China	Anonymous_peer_review	10	Yes	2250_USD	Yes
NA	2052-5397	United_Kingdom	Double_anonymous_peer_review	8	Yes	975_USD;_750_GBP	Yes
2228-5806	2228-5814	"Iran,_Islamic_Republic_of"	Peer_review	16	Yes	800_USD;_19000000_IRR	No
1582-5418	2065-9482	Romania	Double_anonymous_peer_review	20	No	NA	No
NA	2179-1465	Brazil	Anonymous_peer_review	24	No	NA	No
NA	2405-6324	Netherlands	Anonymous_peer_review	18	Yes	1290_EUR	Yes
1986-6895	2232-7665	Bosnia_and_Herzegovina	Double_anonymous_peer_review	6	No	NA	No
1016-4855	2344-4592	Poland	Anonymous_peer_review	16	No	NA	No
NA	2545-8329	Argentina	Double_anonymous_peer_review	32	No	NA	No
NA	2618-4095	Argentina	Double_anonymous_peer_review	36	No	NA	No
2337-4713	2442-8728	Indonesia	Double_anonymous_peer_review	4	Yes	500000_IDR	Yes
2077-964X	2309-7566	Azerbaijan	Double_anonymous_peer_review	16	No	NA	No
2009-8766	NA	Ireland	Double_anonymous_peer_review	9	No	NA	No
0327-2818	1669-6859	Argentina	Double_anonymous_peer_review	25	No	NA	No
NA	1936-9298	United_States	Double_anonymous_peer_review	26	No	NA	No
2541-1608	2579-7123	Indonesia	Anonymous_peer_review	8	Yes	200000_IDR	No
2656-2855	2685-5518	Indonesia	Double_anonymous_peer_review	24	Yes	150000_IDR	No
2085-2614	2528-2654	Indonesia	Double_anonymous_peer_review	15	Yes	250000_IDR	No
0873-9870	2183-3176	Portugal	Double_anonymous_peer_review	20	No	NA	No
NA	2511-2708	Germany	"Editorial_review,_Double_anonymous_peer_review"	20	No	NA	No
NA	2754-7019	United_Kingdom	Double_anonymous_peer_review	12	No	NA	No
NA	1526-6702	United_States	Anonymous_peer_review	26	Yes	750_USD	No
NA	2730-6151	United_Kingdom	Anonymous_peer_review	18	Yes	2200_EUR	Yes
NA	2948-1767	United_Kingdom	Anonymous_peer_review	14	Yes	2290_EUR;_2690_USD;_1990_GBP	Yes
NA	2499-6637	Italy	Double_anonymous_peer_review	3	No	NA	No
NA	2972-3787	Singapore	Double_anonymous_peer_review	11	Yes	800_USD	Yes
NA	2433-7595	Japan	Anonymous_peer_review	8	Yes	200000_JPY	Yes
2007-1833	NA	Mexico	Double_anonymous_peer_review	24	No	NA	No
NA	2037-3597	Italy	Double_anonymous_peer_review	12	No	NA	No
NA	1091-1774	United_States	Anonymous_peer_review	30	No	NA	No
NA	2822-2725	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	2822-4426	Türkiye	Double_anonymous_peer_review	13	No	NA	No
NA	2589-3998	Netherlands	Double_anonymous_peer_review	12	No	NA	No
NA	2687-4539	Türkiye	"Editorial_review,_Double_anonymous_peer_review"	18	Yes	550_USD	Yes
NA	2384-8898	Italy	Double_anonymous_peer_review	16	No	NA	No
2227-2895	2313-0059	Iraq	Anonymous_peer_review	10	No	NA	No
NA	2822-2954	Türkiye	Double_anonymous_peer_review	36	No	NA	No
2149-2247	2149-2549	Türkiye	Double_anonymous_peer_review	16	No	NA	No
1110-2675	2636-3585	Egypt	Peer_review	6	Yes	200_USD	No
1054-3139	1095-9289	United_Kingdom	Anonymous_peer_review	7	Yes	2714_GBP	Yes
NA	2525-0396	Argentina	Peer_review	12	No	NA	No
NA	2695-5695	Spain	Double_anonymous_peer_review	6	No	NA	No
1970-9889	1970-9870	Italy	Double_anonymous_peer_review	10	No	NA	No
2345-1858	2345-1890	"Moldova,_Republic_of"	Double_anonymous_peer_review	10	Yes	15_EUR	No
NA	1721-9809	Italy	Peer_review	16	No	NA	No
NA	2183-7902	Portugal	Open_peer_review	8	No	NA	No
NA	2813-5067	Switzerland	Anonymous_peer_review	13	Yes	2125_USD	Yes
NA	1757-1146	United_States	Open_peer_review	18	Yes	1990_GBP;_2690_USD;_2290_EUR	Yes
NA	2771-4683	China	Anonymous_peer_review	14	Yes	2250_USD	Yes
NA	1469-803X	United_Kingdom	Anonymous_peer_review	21	Yes	1800_USD	Yes
NA	2731-9598	Switzerland	Anonymous_peer_review	16	Yes	990_EUR;_1290_USD;_860_GBP	Yes
2284-936X	2284-9378	Romania	Peer_review	8	No	NA	No
0025-8555	2406-0690	Serbia	Double_anonymous_peer_review	12	No	NA	No
NA	2184-898X	Portugal	"Editorial_review,_Double_anonymous_peer_review"	32	No	NA	No
NA	2820-7173	Morocco	Double_anonymous_peer_review	12	No	NA	No
2079-3065	2663-4260	Syrian_Arab_Republic	Double_anonymous_peer_review	14	Yes	50000_SYP;_150_USD	No
NA	2663-2187	South_Africa	Peer_review	20	Yes	200_USD	No
0874-5498	2183-4334	Portugal	Double_anonymous_peer_review	16	No	NA	No
2955-1625	2955-1617	Nigeria	Anonymous_peer_review	7	Yes	140_USD;_40000_NGN	No
1011-3924	1726-801X	Ethiopia	Peer_review	16	Yes	200_USD	No
NA	2500-2872	Russian_Federation	Double_anonymous_peer_review	12	No	NA	No
2096-8523	NA	China	Double_anonymous_peer_review	47	Yes	3018_CNY	Yes
NA	2557-0250	France	Open_peer_review	26	Yes	500_EUR	Yes
NA	2963-847X	Indonesia	Peer_review	6	No	NA	No
NA	2836-774X	China	Anonymous_peer_review	16	Yes	2250_USD	Yes
NA	2492-6035	France	Anonymous_peer_review	10	Yes	300_EUR	Yes
0823-3993	2368-2000	Canada	Double_anonymous_peer_review	56	No	NA	No
NA	2769-4615	China	Anonymous_peer_review	15	Yes	2250_USD	Yes
1414-3097	2179-5177	Brazil	Double_anonymous_peer_review	52	No	NA	No
NA	2681-4617	France	Anonymous_peer_review	12	Yes	1000_EUR	Yes
NA	2574-4593	Switzerland	Anonymous_peer_review	12	Yes	2600_USD	Yes
NA	2783-4794	"Iran,_Islamic_Republic_of"	Peer_review	12	No	NA	No
1411-9919	2502-3047	Indonesia	Double_anonymous_peer_review	4	Yes	500000_IDR	No
NA	2802-7329	France	Double_anonymous_peer_review	24	No	NA	No
NA	2717-2708	"Iran,_Islamic_Republic_of"	Peer_review	22	No	NA	Yes
NA	2835-9445	China	Anonymous_peer_review	16	Yes	2250_USD	Yes
1561-8811	2213-3615	India	Double_anonymous_peer_review	16	No	NA	No
NA	1886-9440	Spain	Anonymous_peer_review	8	No	NA	No
2375-3234	2375-3242	United_Kingdom	Double_anonymous_peer_review	21	Yes	1200_EUR;_1250_USD;_1000_GBP	Yes
NA	2769-2094	China	Anonymous_peer_review	16	Yes	2250_USD	Yes
NA	2730-4175	Thailand	Double_anonymous_peer_review	12	Yes	3500_THB;_110_USD	No
NA	2941-4989	Germany	"Peer_review,_Anonymous_peer_review,_Double_anonymous_peer_review,_Open_peer_review"	6	No	NA	No
0794-7976	2705-327X	Nigeria	Peer_review	12	No	NA	No
2543-9103	2543-411X	Poland	Double_anonymous_peer_review	20	Yes	1000_PLN	No
2734-8296	2734-830X	Romania	Double_anonymous_peer_review	14	No	NA	No
NA	2544-5502	Poland	Double_anonymous_peer_review	20	No	NA	No
1007-9432	NA	China	Double_anonymous_peer_review	8	Yes	2000_CNY	No
1021-447X	2413-3051	South_Africa	Double_anonymous_peer_review	18	No	NA	No
0258-2236	2519-593X	South_Africa	Double_anonymous_peer_review	12	Yes	3500_ZAR	No
NA	2643-1564	United_States	Anonymous_peer_review	15	Yes	2755_USD	Yes
2223-0386	2309-9003	South_Africa	Anonymous_peer_review	12	Yes	3500_ZAR	No
NA	2612-2138	Poland	Double_anonymous_peer_review	10	No	NA	No
NA	2949-9070	Netherlands	Double_anonymous_peer_review	10	Yes	2600_USD	Yes
NA	2344-5416	Poland	Double_anonymous_peer_review	30	No	NA	No
NA	2950-1172	United_Kingdom	Anonymous_peer_review	8	Yes	2000_USD	Yes
NA	2749-9030	Germany	Double_anonymous_peer_review	11	No	NA	No
1731-7533	2083-4616	Poland	Double_anonymous_peer_review	6	No	NA	No
1017-1703	2410-972X	South_Africa	Peer_review	8	No	NA	No
1682-3206	1947-9417	South_Africa	Anonymous_peer_review	24	Yes	7865_ZAR	Yes
2449-2795	2720-8656	Georgia	Double_anonymous_peer_review	24	No	NA	No
NA	2500-5308	Colombia	Double_anonymous_peer_review	36	No	NA	No
2308-5347	2308-5355	Yemen	Double_anonymous_peer_review	8	No	NA	No
NA	1669-726X	Argentina	Double_anonymous_peer_review	20	No	NA	No
NA	2950-0044	United_States	Double_anonymous_peer_review	10	Yes	2700_USD	Yes
NA	2446-922X	Brazil	Anonymous_peer_review	12	Yes	260_BRL;_55_USD	No
1024-9079	2309-5407	United_States	Double_anonymous_peer_review	6	No	NA	No
NA	2772-9400	United_Kingdom	Anonymous_peer_review	10	Yes	500_USD	Yes
2091-0762	2382-5340	Nepal	Anonymous_peer_review	14	No	NA	No
2086-6003	2580-1449	Indonesia	Anonymous_peer_review	12	Yes	500000_IDR	Yes
2355-5807	2477-3433	Indonesia	Anonymous_peer_review	24	No	NA	No
0011-3735	2640-883X	United_States	Double_anonymous_peer_review	16	No	NA	No
NA	1363-5387	United_Kingdom	Double_anonymous_peer_review	16	Yes	1800_GBP	Yes
2790-3443	2790-3451	Pakistan	Double_anonymous_peer_review	12	No	NA	Yes
NA	2642-5890	United_States	Peer_review	10	No	NA	No
2148-7286	2149-1305	Türkiye	Double_anonymous_peer_review	21	No	NA	No
NA	2148-7529	Türkiye	Double_anonymous_peer_review	10	No	NA	No
NA	2822-4175	Türkiye	Double_anonymous_peer_review	8	No	NA	No
NA	2667-7717	Türkiye	Double_anonymous_peer_review	6	No	NA	No
NA	2791-7797	Türkiye	Double_anonymous_peer_review	10	No	NA	No
2757-752X	2791-707X	Türkiye	Double_anonymous_peer_review	7	No	NA	No
NA	2980-2482	Türkiye	Double_anonymous_peer_review	6	No	NA	No
NA	2619-9653	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	2667-615X	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	1307-671X	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	2564-7458	Türkiye	Double_anonymous_peer_review	8	No	NA	No
NA	2980-2407	Türkiye	Double_anonymous_peer_review	6	No	NA	No
NA	2687-1904	Türkiye	Double_anonymous_peer_review	18	No	NA	No
NA	2148-4171	Türkiye	Anonymous_peer_review	10	No	NA	No
NA	2687-4644	Türkiye	Double_anonymous_peer_review	30	No	NA	No
NA	2687-4717	Türkiye	Double_anonymous_peer_review	8	No	NA	No
NA	2980-2156	Türkiye	Double_anonymous_peer_review	16	No	NA	No
NA	2791-8823	Türkiye	Double_anonymous_peer_review	14	No	NA	No
2146-4901	2667-6575	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	2757-6744	Türkiye	"Editorial_review,_Double_anonymous_peer_review"	22	No	NA	No
NA	2458-973X	Türkiye	Anonymous_peer_review	8	No	NA	No
1309-0658	1309-0674	Türkiye	Double_anonymous_peer_review	16	No	NA	No
NA	2667-789X	Türkiye	Double_anonymous_peer_review	12	No	NA	No
2148-3264	2687-427X	Türkiye	Double_anonymous_peer_review	10	No	NA	No
NA	2792-0070	Türkiye	Double_anonymous_peer_review	20	No	NA	No
NA	2687-1750	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	2548-0367	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	2667-4076	Türkiye	Double_anonymous_peer_review	12	No	NA	No
2667-7075	2687-3605	Türkiye	Double_anonymous_peer_review	21	No	NA	No
NA	2147-5652	Türkiye	Double_anonymous_peer_review	8	No	NA	No
NA	2687-1882	Türkiye	Double_anonymous_peer_review	8	No	NA	No
NA	2980-2814	Türkiye	Double_anonymous_peer_review	8	No	NA	No
NA	2636-8692	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	2459-0150	Türkiye	Double_anonymous_peer_review	7	No	NA	No
1300-2694	2587-0351	Türkiye	Double_anonymous_peer_review	15	No	NA	No
NA	2667-5811	Türkiye	Double_anonymous_peer_review	15	No	NA	No
NA	2148-2942	Türkiye	Double_anonymous_peer_review	16	No	NA	No
1304-0618	2602-408X	Türkiye	Double_anonymous_peer_review	16	No	NA	No
NA	2667-8179	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	2147-0634	Türkiye	Double_anonymous_peer_review	5	Yes	100_USD	Yes
NA	2645-9132	Türkiye	Double_anonymous_peer_review	16	No	NA	No
1302-6879	2822-3136	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	2791-6065	Türkiye	Double_anonymous_peer_review	12	No	NA	No
NA	2757-7449	Türkiye	Double_anonymous_peer_review	10	No	NA	No
NA	2687-3907	Türkiye	Double_anonymous_peer_review	15	No	NA	No
1757-4676	1757-4684	United_Kingdom	"Anonymous_peer_review,_Double_anonymous_peer_review"	26	Yes	6490_EUR;_5590_GBP;_6890_USD	Yes
0021-7557	1678-4782	Netherlands	Double_anonymous_peer_review	12	Yes	1500_USD	Yes
NA	2421-5635	Italy	Peer_review	5	No	NA	No
2004-5425	2004-5417	Sweden	"Editorial_review,_Double_anonymous_peer_review"	28	No	NA	No
2576-0017	2576-0025	United_States	Double_anonymous_peer_review	12	No	NA	No
0718-0241	0718-9656	Chile	Double_anonymous_peer_review	16	No	NA	No
1672-0229	2210-3244	China	Anonymous_peer_review	23	Yes	3650_USD	Yes
0137-7264	2956-803X	Poland	Double_anonymous_peer_review	15	No	NA	No
NA	2253-1440	New_Zealand	Double_anonymous_peer_review	20	No	NA	No
2008-739X	2008-7403	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	24	Yes	2500000_IRR	No
NA	2737-5323	Singapore	Anonymous_peer_review	12	Yes	300_USD	Yes
NA	2950-1423	Netherlands	Double_anonymous_peer_review	13	No	NA	No
NA	2771-7976	United_States	"Anonymous_peer_review,_Double_anonymous_peer_review"	50	No	NA	No
2338-8595	2443-3497	Indonesia	Double_anonymous_peer_review	7	Yes	500000_IDR	No
NA	2059-5999	United_Kingdom	Double_anonymous_peer_review	8	Yes	2320_GBP;_3450_USD	Yes
1593-2354	2385-0744	Italy	Anonymous_peer_review	6	No	NA	No
