ISSN	assigned	peer_review_model
2542-3835	NA	NA
2662-5571	NA	NA
1674-4926	NA	NA
2069-3419	NA	NA
1998-2836	NA	NA
1997-1397	NA	NA
1949-2006	NA	NA
1068-2090	NA	NA
1462-6004	NA	NA
0972-5792	NA	NA
1053-0789	NA	NA
1727-0634	NA	NA
0964-9069	NA	NA
1552-4256	NA	NA
1533-256X	NA	NA
2339-5095	NA	NA
1939-7909	NA	NA
1934-9637	NA	NA
1989-6239	NA	NA
2330-0574	NA	NA
2152-0704	NA	NA
1559-8608	NA	NA
0972-0510	NA	NA
0965-254X	NA	NA
1755-425X	NA	NA
2040-2317	NA	NA
2470-5314	NA	NA
1551-9783	NA	NA
1949-6591	NA	NA
0884-9153	NA	NA
2210-5948	NA	NA
1059-4329	NA	NA
1027-4510	NA	NA
2043-0795	NA	NA
2543-4950	NA	NA
2379-6111	NA	NA
2059-190X	NA	NA
2334-9182	NA	NA
0897-5930	NA	NA
0884-1233	NA	NA
1531-3220	NA	NA
2229-8932	NA	NA
1949-260X	NA	NA
1522-8835	NA	NA
1302-7050	NA	NA
1225-4428	NA	NA
0198-9073	NA	NA
2378-1815	NA	NA
1832-911X	NA	NA
1449-9320	NA	NA
1719-8429	NA	NA
1945-760X	NA	NA
2199-6776	NA	NA
0435-4036	NA	NA
1388-199X	NA	NA
0972-172X	NA	NA
1948-0881	NA	NA
2086-8952	NA	NA
1751-1437	NA	NA
1028-365X	NA	NA
0916-8753	NA	NA
1225-729X	NA	NA
2234-7550	NA	NA
1017-2548	NA	NA
1225-1429	NA	NA
1225-6692	NA	NA
1229-1935	NA	NA
2508-2876	NA	NA
1226-6531	NA	NA
1598-5385	NA	NA
0378-6471	NA	NA
1225-1348	NA	NA
1226-9433	NA	NA
1225-7842	NA	NA
1226-0959	NA	NA
1226-0657	NA	NA
1936-0843	NA	NA
2194-668X	NA	NA
0861-6663	NA	NA
1068-8471	NA	NA
1590-8577	NA	NA
1478-2715	NA	NA
1820-6530	NA	NA
0081-4776	NA	NA
1309-0399	NA	NA
2212-4438	NA	Double/triple_blind
2194-6507	NA	NA
1804-5650	NA	NA
1755-182X	NA	NA
2408-9117	NA	NA
1541-3446	NA	NA
1938-7741	NA	NA
0022-5266	NA	NA
2151-5581	NA	NA
1971-3495	NA	NA
1449-9789	NA	NA
1357-4809	NA	NA
1429-0618	NA	NA
1931-3357	NA	NA
1062-0303	NA	Single_blind
2377-2158	NA	NA
1392-8716	NA	NA
1559-372X	NA	NA
2337-5795	NA	NA
1745-3054	NA	NA
2474-1264	NA	NA
1363-6820	NA	NA
1052-2263	NA	NA
1752-6272	NA	NA
2292-6062	NA	NA
1932-2909	NA	NA
1555-5240	NA	NA
1366-5626	NA	NA
2377-8784	NA	NA
1422-2213	NA	NA
1660-7112	NA	NA
2405-6472	NA	NA
2163-3916	NA	NA
0975-1483	NA	NA
2214-7594	NA	NA
0972-5555	NA	NA
0973-5143	NA	NA
1883-0609	NA	NA
2666-2507	NA	NA
1735-7780	NA	NA
1692-3030	NA	NA
2040-3313	NA	NA
2356-1440	NA	NA
0128-0333	NA	NA
2338-8617	NA	NA
2087-9423	NA	NA
0853-7380	NA	NA
2289-151X	NA	NA
0127-9696	NA	NA
2475-1979	NA	NA
2180-4273	NA	NA
1868-4599	NA	NA
2731-7129	NA	NA
0022-9717	NA	NA
2223-2613	NA	NA
2641-7650	NA	NA
1430-5372	NA	NA
1318-2269	NA	NA
0023-1940	NA	NA
1301-143X	NA	NA
1092-4604	NA	NA
2224-5243	NA	NA
1309-3878	NA	NA
0304-128X	NA	NA
1225-066X	NA	NA
2213-4476	NA	NA
2233-470X	NA	NA
1225-0562	NA	NA
1976-8605	NA	NA
1225-6285	NA	NA
1225-8318	NA	NA
1225-6161	NA	NA
2332-0346	NA	NA
0145-840X	NA	NA
0130-2620	NA	NA
0933-1875	NA	NA
1225-6951	NA	NA
1573-1731	NA	NA
2076-8214	NA	NA
1547-6715	NA	NA
1030-1763	NA	NA
1121-7081	NA	NA
2255-8632	NA	NA
2096-336X	NA	NA
0277-2426	NA	NA
2210-4119	NA	NA
1749-818X	NA	NA
2051-9699	NA	NA
2589-7233	NA	NA
2210-5824	NA	NA
2191-611X	NA	NA
0957-1736	NA	NA
1387-6759	NA	NA
2589-2053	NA	NA
1006-4125	NA	NA
1744-2222	NA	NA
2041-7365	NA	NA
1476-3435	NA	NA
0868-8257	NA	NA
0957-8536	NA	NA
2194-6523	NA	NA
1752-1483	NA	NA
1743-8721	NA	NA
1569-1853	NA	NA
0306-9400	NA	NA
1322-9060	NA	NA
1570-0763	NA	NA
1751-1879	NA	NA
1329-1440	NA	NA
1046-6819	NA	NA
1387-1579	NA	NA
1913-5688	NA	NA
0969-6474	NA	NA
1460-728X	NA	NA
1472-6696	NA	NA
1566-6573	NA	NA
1352-3252	NA	NA
2453-8035	NA	NA
1133-4770	NA	NA
2244-811X	NA	NA
1889-5425	NA	NA
1864-4031	NA	NA
2218-5046	NA	NA
0175-6206	NA	NA
1855-7147	NA	NA
1758-3489	NA	NA
0143-5124	NA	NA
1848-3488	NA	NA
0718-1361	NA	NA
0024-3639	NA	NA
1519-4906	NA	NA
1720-9331	NA	NA
0120-5587	NA	NA
2214-9953	NA	NA
1229-1374	NA	NA
0731-3500	NA	NA
2211-6834	NA	NA
1991-3966	NA	NA
1358-314X	NA	NA
1938-8071	NA	NA
2277-4521	NA	NA
0458-063X	NA	NA
0144-932X	NA	NA
1995-0802	NA	NA
0269-0942	NA	NA
1425-3305	NA	NA
0869-5377	NA	NA
0705-3436	NA	NA
2050-6325	NA	NA
2386-2637	NA	NA
0024-6964	NA	NA
1209-3696	NA	NA
1758-1966	NA	NA
2292-5937	NA	NA
1752-0843	NA	NA
2712-8172	NA	NA
2355-794X	NA	NA
2355-2786	NA	NA
1511-4554	NA	NA
1511-8002	NA	NA
2289-5981	NA	NA
1823-8343	NA	NA
2600-9366	NA	NA
1394-7990	NA	NA
1300-3623	NA	NA
2080-8208	NA	NA
0892-0206	NA	NA
1477-7835	NA	NA
1429-9321	NA	NA
2067-2462	NA	NA
2040-8269	NA	NA
1536-5433	NA	NA
0935-9915	NA	NA
1822-6760	NA	NA
0307-4358	NA	NA
2375-0472	NA	NA
1742-3945	NA	NA
0752-5443	NA	NA
0025-2514	NA	NA
2213-8463	NA	Single_blind
1213-2489	NA	NA
1886-3329	NA	NA
0973-8010	NA	NA
2073-7173	NA	NA
1872-7859	NA	NA
1309-9469	NA	NA
0149-4929	NA	NA
0741-1294	NA	NA
0127-8274	NA	NA
2589-1529	NA	Single_blind
1120-9607	NA	NA
2379-1365	NA	NA
1605-2730	NA	NA
0032-6895	NA	NA
1946-7664	NA	NA
0025-5572	NA	NA
1066-5307	NA	NA
1310-2230	NA	NA
2326-7186	NA	NA
1033-2170	NA	NA
1551-3440	NA	NA
1661-8270	NA	NA
1432-3427	NA	NA
0024-9033	NA	NA
1920-4825	NA	NA
2149-9063	NA	NA
1536-6367	NA	NA
0543-1972	NA	NA
1368-3047	NA	NA
2561-1771	NA	NA
1246-7391	NA	NA
1636-6522	NA	NA
1994-4160	NA	NA
0361-946X	NA	NA
1368-8804	NA	NA
2585-8726	NA	NA
1750-6352	NA	NA
1933-6586	NA	NA
1302-7123	NA	NA
2045-9912	NA	NA
1305-9319	NA	NA
0853-1773	NA	NA
2185-6486	NA	NA
2325-4416	NA	NA
0048-7848	NA	NA
1579-5853	NA	NA
1138-3593	NA	NA
0723-1393	NA	NA
2463-7955	NA	NA
2046-5726	NA	NA
1366-0691	NA	NA
2049-372X	NA	NA
1973-798X	NA	NA
0025-8431	NA	NA
2081-0016	NA	NA
1444-8602	NA	NA
2517-7516	NA	NA
1512-0015	NA	NA
1865-5041	NA	NA
2042-8316	NA	NA
1367-4676	NA	NA
1361-9322	NA	NA
1871-1340	NA	NA
1361-1267	NA	NA
1536-6936	NA	NA
1339-0163	NA	NA
2192-9262	NA	NA
2210-4070	NA	NA
1437-2053	NA	NA
2299-3835	NA	NA
1073-2772	NA	NA
1991-0290	NA	NA
0353-765X	NA	NA
0312-2654	NA	NA
0026-1424	NA	NA
1870-0578	NA	NA
2576-098X	NA	NA
1123-2560	NA	NA
0146-1109	NA	NA
0974-9233	NA	NA
1793-8120	NA	NA
2050-3636	NA	NA
1876-3367	NA	NA
0047-729X	NA	NA
0976-8203	NA	NA
0976-3996	NA	NA
2244-0410	NA	NA
2191-2203	NA	NA
2519-2396	NA	NA
2572-6641	NA	NA
2724-6329	NA	NA
2724-606X	NA	NA
2784-8469	NA	NA
2724-6612	NA	NA
2784-8477	NA	NA
1724-8574	NA	NA
0147-037X	NA	NA
2199-1413	NA	NA
2415-3435	NA	NA
2572-6668	NA	NA
0131-2227	NA	NA
1811-038X	NA	NA
0091-8296	NA	NA
0168-9789	NA	NA
0899-6180	NA	NA
2731-748X	NA	NA
2240-4554	NA	NA
1803-1269	NA	NA
2226-3063	NA	NA
2351-6054	NA	NA
2049-9450	NA	NA
2322-181X	NA	NA
2146-1414	NA	NA
1321-2753	NA	NA
0026-9271	NA	NA
1569-3961	NA	NA
1889-4178	NA	NA
0254-9948	NA	NA
2194-5616	NA	NA
0047-8105	NA	NA
2351-812X	NA	NA
1871-5621	NA	NA
1357-6275	NA	NA
0027-1314	NA	NA
0145-8752	NA	NA
0027-1322	NA	NA
0027-1330	NA	NA
1496-9343	NA	NA
2731-5894	NA	NA
2329-2229	NA	NA
2701-6986	NA	NA
1867-5778	NA	NA
1574-1702	NA	NA
2005-615X	NA	NA
1521-0960	NA	NA
2520-8160	NA	NA
2145-5082	NA	NA
1478-2189	NA	NA
0892-8339	NA	NA
1936-9816	NA	NA
0027-4321	NA	NA
2618-5652	NA	NA
1753-0768	NA	NA
0734-6875	NA	NA
1812-5980	NA	NA
0213-7674	NA	NA
1130-9717	NA	NA
0867-8871	NA	NA
2332-1261	NA	NA
2040-8749	NA	NA
2635-1676	NA	NA
2299-680X	NA	NA
2297-3370	NA	NA
1793-9844	NA	NA
2045-9831	NA	NA
2572-4258	NA	NA
2220-8054	NA	NA
1460-8944	NA	NA
0027-9501	NA	NA
1353-7113	NA	NA
1812-6324	NA	NA
2318-7670	NA	NA
2210-3155	NA	NA
0130-9765	NA	NA
2221-2701	NA	NA
0028-1484	NA	NA
0730-0832	NA	NA
2091-2978	NA	NA
2091-0800	NA	NA
2731-7463	NA	NA
0165-070X	NA	NA
1569-3511	NA	NA
1385-9587	NA	NA
2192-6662	NA	NA
2050-1242	NA	NA
1758-2024	NA	NA
1941-8744	NA	NA
2049-4173	NA	NA
2163-0402	NA	NA
2054-2577	NA	NA
0165-8107	NA	NA
1896-6764	NA	NA
0948-6259	NA	NA
1971-4009	NA	NA
1312-6431	NA	Single_blind
1829-0825	NA	NA
2050-2877	NA	NA
0028-4289	NA	NA
1940-0004	NA	NA
1939-4225	NA	NA
2032-2844	NA	NA
1547-9080	NA	NA
2521-7194	NA	NA
1793-0057	NA	NA
2336-825X	NA	NA
0739-3148	NA	NA
1048-2911	NA	NA
2168-0256	NA	NA
1479-0726	NA	NA
0028-8276	NA	NA
0112-109X	NA	NA
0028-8446	NA	NA
0331-8540	NA	NA
1337-9038	NA	NA
1445-2294	NA	NA
1075-7163	NA	NA
0971-1023	NA	NA
2072-0807	NA	NA
1543-0537	NA	NA
1561-4085	NA	NA
0803-8740	NA	NA
1891-8131	NA	NA
1892-2678	NA	NA
1890-2138	NA	NA
1092-0277	NA	NA
0820-0300	NA	NA
0306-5278	NA	NA
1310-5132	NA	NA
1542-7315	NA	NA
2219-9659	NA	NA
2072-9316	NA	NA
2072-9286	NA	NA
0108-8416	NA	NA
1018-1601	NA	NA
2226-6771	NA	NA
2236-0441	NA	NA
1869-3474	NA	NA
0029-568X	NA	NA
1516-1021	NA	NA
2155-3289	NA	NA
1995-4239	NA	NA
2037-4909	NA	NA
1541-4612	NA	Single_blind
0361-1817	NA	NA
1351-5578	NA	NA
1536-5026	NA	NA
0029-6473	NA	NA
1062-8061	NA	NA
2087-3948	NA	NA
0211-6057	NA	NA
0034-6659	NA	NA
1862-6599	NA	NA
1994-6309	NA	NA
2014-5039	NA	NA
1133-0481	NA	NA
1139-1987	NA	NA
1467-2561	NA	NA
1753-495X	NA	NA
2367-0134	NA	NA
0738-0577	NA	NA
0164-212X	NA	NA
2093-6702	NA	NA
0191-8575	NA	NA
0473-7733	NA	NA
2296-4681	NA	NA
1659-1046	NA	NA
2450-1654	NA	NA
1726-9776	NA	NA
1986-3497	NA	NA
1074-8121	NA	NA
1753-0229	NA	NA
1874-2106	NA	NA
2007-2406	NA	NA
0268-0513	NA	NA
1874-3641	NA	NA
2304-070X	NA	NA
1979-3561	NA	NA
2211-6923	NA	Single_blind
1048-6666	NA	NA
2589-4234	NA	NA
2468-6530	NA	Single_blind
0030-3887	NA	NA
1060-992X	NA	NA
0030-3917	NA	NA
8756-6990	NA	NA
1673-1905	NA	NA
1517-7017	NA	NA
1865-1550	NA	NA
0976-1225	NA	NA
1348-8643	NA	Single_blind
0167-6830	NA	NA
1307-6175	NA	NA
0078-6209	NA	NA
1474-2780	NA	NA
2312-5942	NA	NA
0970-020X	NA	NA
0030-6185	NA	NA
1019-1291	NA	NA
1011-0070	NA	NA
1583-2430	NA	NA
1360-0818	NA	NA
2047-0770	NA	NA
0114-0582	NA	NA
1943-7536	NA	NA
0974-438X	NA	NA
1038-2097	NA	NA
1906-8107	NA	NA
1444-5921	NA	NA
2070-0466	NA	NA
0030-9338	NA	NA
1758-1869	NA	NA
0048-2706	NA	NA
1816-2711	NA	Double/triple_blind
2624-2826	NA	NA
1578-5386	NA	NA
8756-5811	NA	NA
2467-5903	NA	NA
2055-5563	NA	NA
1301-0085	NA	NA
1537-1964	NA	NA
1909-7433	NA	NA
1021-5573	NA	NA
0129-6264	NA	NA
1687-7942	NA	NA
1946-6560	NA	NA
0264-3944	NA	NA
0031-2789	NA	NA
0031-2983	NA	NA
1054-6618	NA	NA
1078-1919	NA	NA
1079-2457	NA	NA
1040-2659	NA	NA
1989-9742	NA	NA
1554-480X	NA	NA
0861-3982	NA	NA
1468-1366	NA	NA
2373-3799	NA	NA
0917-2394	NA	NA
2234-8646	NA	NA
2036-7503	NA	NA
0191-9601	NA	NA
2148-239X	NA	NA
0031-4528	NA	NA
2041-3599	NA	NA
1038-2909	NA	NA
0898-5952	NA	NA
1467-8047	NA	NA
1806-0374	NA	NA
1870-9036	NA	NA
1477-9757	NA	NA
0718-9729	NA	NA
1569-1500	NA	NA
2398-4910	NA	NA
0892-2675	NA	NA
0128-7680	NA	NA
0128-7702	NA	NA
1511-3701	NA	NA
1556-8598	NA	NA
2641-6530	NA	NA
1178-2595	NA	NA
2046-8954	NA	NA
0974-8490	NA	NA
1560-2214	NA	NA
2213-4344	NA	Single_blind
2244-1093	NA	NA
0115-9577	NA	NA
0202-2532	NA	NA
2451-9189	NA	NA
1826-9001	NA	NA
2155-0891	NA	NA
2281-8618	NA	NA
1591-0660	NA	NA
1740-3812	NA	NA
1063-5734	NA	NA
2040-3682	NA	NA
1071-6076	NA	NA
0939-978X	NA	NA
1286-0107	NA	NA
2080-2242	NA	NA
1561-4018	NA	NA
2322-5521	NA	NA
0031-8981	NA	NA
0270-3181	NA	NA
1083-3196	NA	NA
2405-7991	NA	NA
0836-1398	NA	NA
1547-4771	NA	NA
1860-3092	NA	NA
2213-0683	NA	NA
1358-2267	NA	NA
1897-3116	NA	NA
1730-1912	NA	NA
1751-8040	NA	NA
1300-7319	NA	NA
0269-7459	NA	NA
2662-253X	NA	NA
1881-6754	NA	NA
2348-1900	NA	NA
1656-2534	NA	NA
1880-6821	NA	NA
0272-0965	NA	NA
0934-8387	NA	NA
1088-937X	NA	NA
1561-4263	NA	NA
1330-0229	NA	NA
1478-2103	NA	NA
2372-7322	NA	NA
1527-1544	NA	NA
2081-7452	NA	NA
1898-0309	NA	NA
0030-6657	NA	NA
0137-7183	NA	NA
0032-373X	NA	NA
0554-498X	NA	NA
1026-9487	NA	NA
1120-9496	NA	NA
1462-317X	NA	NA
1335-2741	NA	NA
1555-5623	NA	NA
1623-6297	NA	NA
1211-3247	NA	NA
1540-5702	NA	NA
1549-0955	NA	NA
2588-8064	NA	NA
1847-9464	NA	NA
0872-1904	NA	NA
1476-413X	NA	NA
1230-2813	NA	NA
1643-9279	NA	NA
1944-2858	NA	NA
2047-2897	NA	NA
0277-4208	NA	NA
1474-7758	NA	NA
1756-073X	NA	NA
1084-0680	NA	NA
1861-6755	NA	NA
2072-8166	NA	NA
1316-1369	NA	NA
1045-988X	NA	NA
2071-0410	NA	NA
1330-0644	NA	NA
2578-3491	NA	NA
2095-9672	NA	NA
0264-5505	NA	NA
1562-6016	NA	NA
1822-7864	NA	NA
0370-0046	NA	NA
2409-4986	NA	NA
1478-4637	NA	NA
1747-650X	NA	NA
1755-0777	NA	NA
1757-9430	NA	NA
2043-9903	NA	NA
1755-0750	NA	NA
1751-4304	NA	NA
1755-0793	NA	NA
1747-6526	NA	NA
2397-7914	NA	NA
1817-7204	NA	NA
2218-5194	NA	NA
1135-5948	NA	NA
1390-0099	NA	NA
1726-4685	NA	NA
2509-4238	NA	NA
0944-6524	NA	NA
1932-8087	NA	NA
2363-9512	NA	NA
2192-6352	NA	NA
1937-6480	NA	NA
1367-7543	NA	NA
0969-9260	NA	NA
1058-9813	NA	Single_blind
1229-3008	NA	NA
1896-5644	NA	NA
1934-9688	NA	NA
0263-7472	NA	NA
0144-0357	NA	NA
0033-2097	NA	NA
1824-078X	NA	NA
1827-2517	NA	NA
0394-2864	NA	NA
1088-0763	NA	NA
2472-0038	NA	NA
0266-8734	NA	NA
1522-8878	NA	NA
1475-3634	NA	NA
1938-971X	NA	NA
0033-2925	NA	NA
0033-2968	NA	NA
1420-2530	NA	NA
0971-3336	NA	NA
1813-8918	NA	NA
1475-7257	NA	NA
2326-5523	NA	NA
0275-3987	NA	NA
0239-4170	NA	NA
1476-9263	NA	NA
2171-1976	NA	NA
0845-4450	NA	NA
0350-1302	NA	NA
0275-1100	NA	NA
0031-496X	NA	NA
1091-1421	NA	NA
1099-9922	NA	NA
1034-3024	NA	NA
0161-6846	NA	NA
1566-7170	NA	NA
2046-147X	NA	NA
1866-749X	NA	NA
1087-724X	NA	NA
1053-8801	NA	NA
2327-1574	NA	NA
1590-2595	NA	NA
1138-5790	NA	NA
0014-9527	NA	NA
1352-2752	NA	NA
2241-1925	NA	NA
1755-4179	NA	NA
1746-5648	NA	NA
1443-9883	NA	NA
1582-2559	NA	NA
0968-4883	NA	NA
1471-7794	NA	NA
1353-8322	NA	NA
2095-4689	NA	NA
1913-4126	NA	NA
2524-4906	NA	NA
2196-5609	NA	NA
2010-1392	NA	NA
1321-8166	NA	NA
0316-778X	NA	NA
1579-7414	NA	NA
1828-7344	NA	NA
0033-7250	NA	NA
0315-9906	NA	NA
1849-2215	NA	NA
2509-9930	NA	NA
2234-3156	NA	NA
1066-3622	NA	NA
1078-8174	NA	Single_blind
0033-8338	NA	NA
1865-0333	NA	NA
0033-8397	NA	NA
2638-6135	NA	NA
2638-616X	NA	NA
0926-6364	NA	NA
0303-5212	NA	NA
1539-0578	NA	NA
0270-2711	NA	NA
0147-1937	NA	NA
2352-0965	NA	NA
2772-2708	NA	NA
0297-2964	NA	NA
2051-5707	NA	NA
0034-1282	NA	NA
0956-5698	NA	NA
1558-8661	NA	NA
1462-3943	NA	NA
1357-4175	NA	NA
1020-4067	NA	NA
2364-4133	NA	NA
2166-4307	NA	NA
1359-7566	NA	NA
1757-7802	NA	NA
2063-9538	NA	NA
1267-5059	NA	NA
2168-3808	NA	NA
2168-6653	NA	NA
2308-782X	NA	NA
2254-5883	NA	NA
1023-0807	NA	NA
1749-8171	NA	NA
1550-7394	NA	NA
1871-031X	NA	NA
1751-2689	NA	NA
0963-7494	NA	NA
2318-4884	NA	NA
1051-5658	NA	NA
2014-2862	NA	NA
2352-9385	NA	NA
1832-3804	NA	NA
0009-725X	NA	NA
2035-8008	NA	NA
1755-0084	NA	NA
0322-9688	NA	NA
2329-7018	NA	NA
1745-4999	NA	NA
1090-9443	NA	Single_blind
0034-5237	NA	NA
2538-5542	NA	NA
1479-4802	NA	NA
2522-0160	NA	NA
1359-6748	NA	NA
2239-8031	NA	NA
2278-4535	NA	NA
1560-6074	NA	NA
0886-571X	NA	NA
0971-8044	NA	NA
2212-5345	NA	Single_blind
1576-4184	NA	NA
2708-3209	NA	NA
0893-5696	NA	NA
1826-8889	NA	NA
1699-258X	NA	NA
2237-3667	NA	NA
1677-1222	NA	NA
1885-8031	NA	NA
0034-6373	NA	NA
1475-7702	NA	NA
2249-4405	NA	NA
0889-3047	NA	NA
2326-6198	NA	NA
1940-5979	NA	NA
0034-6454	NA	NA
1879-9337	NA	Single_blind
2049-6613	NA	NA
1071-4413	NA	NA
1058-3300	NA	NA
2059-6014	NA	NA
2194-6000	NA	NA
2151-3481	NA	NA
0219-0915	NA	NA
1878-5158	NA	NA
0953-8259	NA	NA
0924-865X	NA	NA
1568-4857	NA	NA
0173-7600	NA	NA
0048-749X	NA	NA
2214-3947	NA	NA
0034-6764	NA	NA
2523-3173	NA	NA
0093-8157	NA	NA
2168-0965	NA	NA
1574-8871	NA	NA
2221-4135	NA	NA
1852-1495	NA	NA
2070-8157	NA	NA
1981-1160	NA	NA
2359-3881	NA	NA
2145-7719	NA	NA
2011-3080	NA	NA
0717-7518	NA	NA
1414-0896	NA	NA
1390-7603	NA	NA
2175-0556	NA	NA
0123-9015	NA	NA
1132-8312	NA	NA
0379-3974	NA	NA
2179-1120	NA	NA
1138-4026	NA	NA
2317-7721	NA	NA
2318-8790	NA	NA
2255-5056	NA	NA
0213-7585	NA	NA
1133-0406	NA	NA
2316-9834	NA	NA
0719-1820	NA	NA
1697-5200	NA	NA
1577-239X	NA	NA
1682-3419	NA	NA
0326-646X	NA	NA
0214-2708	NA	NA
2225-5109	NA	NA
2175-5361	NA	NA
1130-5142	NA	NA
1577-2578	NA	NA
1852-7175	NA	NA
0034-9240	NA	NA
2007-1582	NA	NA
1900-8260	NA	NA
1983-2664	NA	NA
1659-4703	NA	NA
1984-3372	NA	NA
2236-1170	NA	NA
2177-1626	NA	NA
0034-9356	NA	NA
0556-6533	NA	NA
1989-7448	NA	NA
1578-2824	NA	NA
1696-9650	NA	NA
1696-9669	NA	NA
1886-7650	NA	NA
1696-9634	NA	NA
1698-1189	NA	NA
1696-9642	NA	NA
1988-5091	NA	NA
1697-3046	NA	NA
1132-1873	NA	NA
1696-9626	NA	NA
1012-1617	NA	NA
1983-6635	NA	NA
1677-9479	NA	NA
0034-9593	NA	NA
2255-2677	NA	NA
1886-8576	NA	NA
2171-2069	NA	NA
0716-2952	NA	NA
2386-3730	NA	NA
2307-4841	NA	NA
2173-1950	NA	NA
1696-6759	NA	NA
1870-4670	NA	NA
1856-4550	NA	NA
0100-0888	NA	NA
1989-872X	NA	NA
2318-3233	NA	NA
2007-4425	NA	NA
1665-5044	NA	NA
2304-5124	NA	NA
2076-6300	NA	NA
1646-3439	NA	NA
1809-0249	NA	NA
1909-4450	NA	NA
0210-5020	NA	NA
1220-3173	NA	NA
2066-7329	NA	NA
2215-2466	NA	NA
1669-726X	NA	NA
2218-3620	NA	NA
1688-8561	NA	NA
1678-8931	NA	NA
1984-6835	NA	NA
0124-5821	NA	NA
1659-407X	NA	NA
1211-1635	NA	NA
0180-7307	NA	NA
1145-1378	NA	NA
0035-1598	NA	NA
1169-7954	NA	NA
0318-479X	NA	NA
1768-2959	NA	NA
0151-4105	NA	NA
0035-2764	NA	NA
0048-8046	NA	NA
0035-3086	NA	NA
1260-5875	NA	NA
0776-5436	NA	NA
0035-3965	NA	NA
1094-8392	NA	NA
1696-5744	NA	NA
0391-6081	NA	NA
0125-9849	NA	NA
1944-4079	NA	NA
1098-1616	NA	NA
0035-6239	NA	NA
2280-482X	NA	NA
2532-9626	NA	NA
0035-6298	NA	NA
1592-1328	NA	NA
2036-6728	NA	NA
1643-1618	NA	NA
0278-3193	NA	NA
1220-5168	NA	NA
1584-7284	NA	NA
0035-8118	NA	NA
0035-7812	NA	NA
2178-9061	NA	NA
1729-7427	NA	NA
2253-9832	NA	NA
2204-8758	NA	NA
1037-1656	NA	NA
8756-8705	NA	NA
1470-4994	NA	NA
0307-1847	NA	NA
1857-2685	NA	NA
2075-1117	NA	NA
2542-0526	NA	NA
2500-4255	NA	NA
1681-1208	NA	NA
2618-9453	NA	NA
1066-369X	NA	NA
0036-0295	NA	NA
2451-8913	NA	NA
1029-7073	NA	NA
1946-3855	NA	NA
1946-391X	NA	NA
2691-3747	NA	NA
1946-3936	NA	NA
1946-3952	NA	NA
1946-3979	NA	NA
2327-5626	NA	NA
2380-2162	NA	NA
1757-8043	NA	NA
1753-3171	NA	NA
1123-8615	NA	NA
2423-3900	NA	NA
0038-2329	NA	NA
2146-9806	NA	NA
2238-3867	NA	NA
0927-3131	NA	NA
1300-5707	NA	NA
0976-836X	NA	NA
0976-8386	NA	NA
0383-6320	NA	NA
1982-6907	NA	NA
2221-5875	NA	NA
1357-1559	NA	NA
1319-4534	NA	Single_blind
1895-1767	NA	NA
0358-5522	NA	NA
2353-0707	NA	NA
1363-2434	NA	NA
0036-6803	NA	NA
1550-1175	NA	NA
0036-8121	NA	NA
2409-9066	NA	NA
2288-7474	NA	NA
1754-3770	NA	NA
0892-9882	NA	NA
1855-7171	NA	NA
1806-5562	NA	NA
1674-7275	NA	NA
0147-6882	NA	NA
2285-5785	NA	NA
2285-5750	NA	NA
2285-6064	NA	NA
1135-3716	NA	NA
0966-0356	NA	NA
0036-9764	NA	NA
1812-5441	NA	NA
2589-2517	NA	NA
1874-7337	NA	NA
2475-6725	NA	NA
0747-9239	NA	NA
1089-2532	NA	NA
1043-1489	NA	NA
1557-2064	NA	NA
1225-0279	NA	NA
1225-0201	NA	NA
2573-1815	NA	NA
1863-2386	NA	NA
2201-473X	NA	NA
2692-9953	NA	NA
1095-5143	NA	NA
2199-384X	NA	NA
0937-7255	NA	NA
1813-3304	NA	NA
1813-7083	NA	NA
1726-7080	NA	NA
2524-8510	NA	NA
1304-7205	NA	NA
1387-9316	NA	NA
0302-1475	NA	NA
1744-8727	NA	NA
2316-1620	NA	NA
1046-8781	NA	NA
1980-5160	NA	NA
2296-9195	NA	NA
0037-6736	NA	NA
1556-407X	NA	NA
1335-0102	NA	NA
1335-1303	NA	NA
1321-5906	NA	NA
0959-2318	NA	NA
2046-6099	NA	NA
2520-6478	NA	NA
0973-1598	NA	NA
0037-7317	NA	NA
1590-1807	NA	NA
2218-6867	NA	NA
1466-0970	NA	NA
0155-0306	NA	NA
2329-4965	NA	NA
1750-8614	NA	NA
1681-4363	NA	NA
1350-4630	NA	NA
1918-2821	NA	NA
1869-5450	NA	NA
1747-1117	NA	NA
1874-8937	NA	NA
0252-9203	NA	NA
2029-7424	NA	NA
0261-5479	NA	NA
1533-2985	NA	NA
1746-5680	NA	NA
1750-8649	NA	NA
2079-0910	NA	NA
0038-0474	NA	NA
2665-9638	NA	NA
2662-2289	NA	NA
0217-9520	NA	NA
2044-0138	NA	NA
1432-9123	NA	NA
2202-8323	NA	NA
1794-8932	NA	NA
1305-5577	NA	NA
1541-0161	NA	NA
1680-2179	NA	NA
1991-3877	NA	NA
1029-1954	NA	NA
0257-2117	NA	NA
2225-8531	NA	NA
1022-0461	NA	NA
0257-1862	NA	NA
2152-8586	NA	NA
0038-271X	NA	NA
1013-7548	NA	NA
1943-8192	NA	NA
1947-2498	NA	NA
2398-628X	NA	NA
2322-0937	NA	NA
2277-9787	NA	NA
1474-6689	NA	NA
0262-7280	NA	NA
0129-2021	NA	NA
